0;0;0;
1343;21504;12288;
4738;24576;15360;
8049;25600;15104;
8066;31872;15360;
8049;31936;15104;
8066;31936;15104;
8066;31936;15360;
8049;31936;15104;
8066;24960;15104;
8049;25600;15360;
7131;25600;15104;
3328;25600;15104;
0;25600;15360;
0;25600;15104;
0;25600;15104;
0;24576;15360;
0;25600;15104;
0;25600;512;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
Finish0;0;0;
1377;21504;12544;
4721;25600;15360;
8066;25600;15104;
8049;30720;15104;
8066;31936;15360;
8066;31936;15104;
8049;31936;15360;
8066;32000;15104;
8049;26048;15104;
8066;25600;15360;
7097;25600;15104;
3328;24576;15104;
0;25600;15360;
0;25600;15104;
0;25600;15104;
0;25600;15360;
0;25600;15104;
0;25600;256;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
Finish0;0;0;
1360;21504;12544;
4738;25600;15104;
8066;25600;15360;
8049;30528;15104;
8066;31936;15360;
8049;31936;15104;
8066;32000;15104;
8066;31936;15360;
8049;26240;15104;
8066;25600;15360;
7097;24576;15104;
3328;25600;15104;
0;25600;15360;
0;25600;15104;
0;25600;15104;
0;25600;15104;
0;25600;15360;
0;24576;256;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
Finish0;0;0;
1394;21504;12800;
4721;25600;15104;
8066;25600;15360;
8066;32000;15104;
8049;31936;15360;
8066;31936;15104;
8066;30912;15360;
8049;31936;15104;
8066;25856;15104;
8049;25600;15360;
7080;25600;15104;
3328;25600;15104;
0;25600;15360;
0;24576;15104;
0;25600;15104;
0;25600;15360;
0;25600;15104;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;24576;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
0;25600;0;
Finish0;0;0;
1326;20480;12288;
4738;25600;15104;
8066;25600;15360;
8049;31872;15104;
