3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1000;1000;1750
3750;0;1000;1000;1750
3750;0;1750;1000;1000
3750;0;1250;1000;1500
3750;0;1000;1500;1250
3750;0;1000;1000;1750
3750;0;1500;1000;1250
3750;0;1000;1500;1250
3750;0;1750;1000;1000
3750;0;1000;1500;1250
3750;0;1250;1000;1500
3750;0;1750;1000;1000
3750;0;1500;1000;1250
3750;0;1000;1500;1250
3750;0;1000;1000;1750
3750;0;1250;1000;1500
3750;0;1000;1500;1250
3750;0;1500;1000;1250
3750;0;1750;1000;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
3750;0;1250;1500;1000
